"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"09/01/2023","41,000.0","42,200.0","42,200.0","40,850.0","1.33M","-1.56%"
"06/01/2023","41,650.0","40,750.0","42,450.0","40,600.0","3.40M","2.21%"
"05/01/2023","40,750.0","41,000.0","41,100.0","40,250.0","1.18M","-0.12%"
"04/01/2023","40,800.0","41,200.0","42,200.0","40,400.0","2.07M","-0.97%"
"03/01/2023","41,200.0","39,300.0","41,200.0","39,050.0","1.73M","6.74%"
"30/12/2022","38,600.0","40,250.0","41,500.0","38,600.0","2.62M","-3.50%"
"29/12/2022","40,000.0","42,000.0","42,100.0","40,000.0","1.27M","-4.53%"
"28/12/2022","41,900.0","40,100.0","42,400.0","39,600.0","3.69M","4.75%"
"27/12/2022","40,000.0","38,800.0","40,000.0","38,700.0","1.50M","3.09%"
"26/12/2022","38,800.0","39,000.0","39,100.0","38,750.0","1.26M","-0.51%"
"23/12/2022","39,000.0","39,500.0","39,500.0","39,000.0","690.60K","0.00%"
"22/12/2022","39,000.0","38,850.0","39,900.0","38,750.0","1.34M","1.04%"
"21/12/2022","38,600.0","38,850.0","39,600.0","38,450.0","1.43M","0.26%"
"20/12/2022","38,500.0","38,800.0","39,000.0","37,500.0","1.65M","-0.77%"
"19/12/2022","38,800.0","38,800.0","40,500.0","38,800.0","1.92M","-0.26%"
"16/12/2022","38,900.0","38,650.0","39,500.0","38,650.0","1.00M","-0.26%"
"15/12/2022","39,000.0","38,600.0","39,850.0","38,600.0","1.46M","0.52%"
"14/12/2022","38,800.0","39,700.0","39,700.0","38,800.0","659.40K","0.26%"
"13/12/2022","38,700.0","38,050.0","39,500.0","38,050.0","1.71M","1.57%"
"12/12/2022","38,100.0","39,400.0","39,900.0","38,100.0","1.98M","-2.81%"
"09/12/2022","39,200.0","38,900.0","39,500.0","38,300.0","1.62M","0.51%"
"08/12/2022","39,000.0","39,200.0","41,200.0","38,800.0","2.73M","0.00%"
"07/12/2022","39,000.0","39,500.0","39,500.0","38,500.0","1.80M","-0.26%"
"06/12/2022","39,100.0","41,100.0","41,100.0","39,100.0","2.67M","-5.21%"
"05/12/2022","41,250.0","41,400.0","42,000.0","40,550.0","1.67M","0.12%"
"02/12/2022","41,200.0","39,000.0","41,300.0","38,950.0","1.50M","5.64%"
"01/12/2022","39,000.0","41,100.0","41,500.0","39,000.0","1.94M","-5.11%"
"30/11/2022","41,100.0","41,000.0","42,300.0","39,500.0","2.05M","0.24%"
"29/11/2022","41,000.0","39,500.0","41,000.0","38,850.0","2.55M","3.80%"
"28/11/2022","39,500.0","40,000.0","40,600.0","39,000.0","2.61M","-1.25%"
"25/11/2022","40,000.0","38,400.0","40,000.0","38,200.0","2.56M","5.26%"
"24/11/2022","38,000.0","37,200.0","38,400.0","36,800.0","1.79M","1.60%"
"23/11/2022","37,400.0","36,400.0","38,000.0","35,950.0","2.42M","2.61%"
"22/11/2022","36,450.0","34,600.0","36,750.0","34,600.0","2.11M","2.68%"
"21/11/2022","35,500.0","36,500.0","36,500.0","35,500.0","1.29M","-1.25%"
"18/11/2022","35,950.0","35,650.0","36,050.0","34,000.0","1.38M","0.84%"
"17/11/2022","35,650.0","36,200.0","36,500.0","35,500.0","1.49M","-0.14%"
"16/11/2022","35,700.0","31,900.0","35,700.0","31,550.0","1.60M","6.89%"
"15/11/2022","33,400.0","35,000.0","35,750.0","33,400.0","1.89M","-6.96%"
"14/11/2022","35,900.0","35,600.0","36,900.0","34,900.0","1.33M","-0.28%"
"11/11/2022","36,000.0","36,000.0","36,500.0","35,400.0","2.17M","3.75%"
